video_id,video_url,id,comment,author,likes,timestamp,is_reply,parent_id
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,1,"Akhirnya masuk ke benua Afrika. Siapa yang nungguin episode ini?

Jangan lupa subscribe dan ikuti petualangan keliling dunia",@liumikes,40,2025-12-08T06:41:48Z,False,
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,2,Sayaaa😊,@bambanghutama4434,0,2025-12-08T06:44:19Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,3,Semangat terus mike ama hati hati juga 🔥,@FelyLy-q2x,0,2025-12-08T07:32:58Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,4,"ke suriname 🇸🇷 dong. 
negara berbahasa belanda yang banyak keturunan jawa disana.",@Warsiki-m2d,0,2025-12-08T09:37:59Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,5,"Video nya 1 jam, mantabbb 👍🏻👍🏻✨️✨️✨️puas nontonnya",@generalskysword1657,0,2025-12-08T09:49:28Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,6,Semangattt terus babe 🫂♥️♥️🥰😘,@charleslim6979,0,2025-12-08T10:52:17Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,7,"Selalu menarik ,,mike,,,👍😊",@bandanihendratning8345,0,2025-12-08T13:01:39Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,8,Sayaaaa,@helinnanda5617,0,2025-12-09T02:29:10Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,9,​@Warsiki-m2dbanyak yg pake bahasa jawa,@danikmeitasari862,0,2025-12-09T12:47:06Z,True,UgzoTd1UdkX1Ip26FzB4AaABAg
IRAYNYdMVSw,https://www.youtube.com/watch?v=IRAYNYdMVSw,10,"Selamat siang liu, kali ini kamu exprosi dikws negara Afrika, daerah nya alria orang orang Afrika yang tinggal dikawasan bahagian utara kawasan bandar,ada kemajuan sedikit,ada rumah,ada deretan kedai bangunan maju gitu lo, kelihatan tempat sejarah dp dahulu, siapa mahu datang melawat disini itu lihat nya liu ini ok,wah ada juga laut biru disini, tembok juga itu mungkin tapak mereka mh buat rumah, lihat tu awan membiru cantik kan ada gunung tu mungkin ada ular naga bertapa disitu bayang nya diawan putih terlihat seketika aje hilang, sudah, oklah sampai sini dl komen dp gue bye,😊",@tinahjantan5597,0,2025-12-21T12:10:31Z,False,
