video_id,video_url,id,comment,author,likes,timestamp,is_reply,parent_id
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,1,Mana mungkin seorang Bang Raditya Dika pin comment ini,@YokkePutra,1939,2025-11-21T12:02:35Z,False,
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,2,Wkwkw caper bet lu,@prafastabima6331,93,2025-11-21T12:04:56Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,3,Wkwkw caper bet lu,@prafastabima6331,12,2025-11-21T12:05:04Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,4,Wkwkw caper bet lu,@prafastabima6331,11,2025-11-21T12:05:05Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,5,"Wow, akun sepuh jg nih 🤭",@acehkhan,12,2025-11-21T12:06:45Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,6,​@prafastabima6331haha same aje lu,@elephantboy21,27,2025-11-21T13:35:30Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,7,Rasain di Pin🤣🤣,@SitiAdniati-ul1lt,36,2025-11-21T13:55:34Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,8,😂😂😂😂😂😂,@mashakim480,3,2025-11-21T14:07:26Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,9,"Di pin juga buat apa, gak bermanfaat",@joes5318,88,2025-11-21T14:08:57Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,10,Di pin admin 🤣,@HarisKazhim,10,2025-11-21T14:10:49Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,11,😂,@fransabrian8739,0,2025-11-21T14:13:23Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,12,Pesan moralnya adalah ga ada yang ga mungkin🧏‍♂️🕺,@vstuffx,78,2025-11-21T14:25:27Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,13,"@prafastabima6331  
wkwkw caper bet lu",@kemenpop,1,2025-11-21T14:26:38Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,14,Hmmm,@HOSTNULL,0,2025-11-21T14:36:33Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,15,"gk usah bangga, ini di pin admin",@tonnas9244,16,2025-11-21T14:50:55Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,16,tim produksi selalu liat komen kali biar bisa di bahas sama mereka tentang kekurangan konten atau masukan,@silencegaming3140,61,2025-11-21T14:52:49Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,17,Apakah ada keuntungan ekonominya?,@zulfansukri6097,0,2025-11-21T15:23:16Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,18,nahloh,@AhmadPrasetyo-w6l,0,2025-11-21T15:32:17Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,19,Orang banyak bener yg ngiri,@Act-ts1ub,7,2025-11-21T15:39:07Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
VE4sqSvde-M,https://www.youtube.com/watch?v=VE4sqSvde-M&t=2379s,20,"Dia masih kecil biarin sih, anak seneng kok, ditanya apa manfaatnya",@Act-ts1ub,3,2025-11-21T15:40:07Z,True,Ugww_aC_dLu5G3J5CH94AaABAg
